target,text
1,"['ur', 'chanc', 'win', 'cash', 'everi', 'wk', 'txt', 'play', 'c', 'custcar']"
0,"['haha', 'okay', 'today', 'weekend', 'leh']"
1,"['want', 'funk', 'ur', 'fone', 'weekli', 'new', 'tone', 'repli', 'text', 'origin', 'n', 'best', 'tone', 'network', 'oper', 'rate', 'appli']"
0,"['squeeeeez', 'christma', 'hug', 'u', 'lik', 'frndshp', 'den', 'hug', 'back', 'u', 'get', 'u', 'r', 'cute', 'u', 'r', 'luvd', 'u', 'r', 'lucki', 'none', 'peopl', 'hate', 'u']"
1,"['chosen', 'receiv', 'award', 'pl', 'call', 'claim', 'number', 'collect', 'award', 'select', 'receiv', 'valu', 'mobil', 'custom']"
0,"['u', 'sick', 'still', 'go', 'shop']"
0,"['mah', 'b', 'pick', 'tomorrow']"
0,"['pick', 'drop', 'problem']"
0,[]
1,"['ur', 'chanc', 'win', 'wkli', 'shop', 'spree', 'txt', 'shop', 'c', 'custcar']"
0,"['call', 'ah']"
0,"['ye', 'meet', 'town', 'co', 'go', 'gep', 'home', 'could', 'text', 'bu', 'stop', 'worri', 'finish', 'march', 'ish']"
0,"['yeah', 'see']"
1,"['new', 'messag', 'pleas', 'call']"
0,"['ìï', 'bot', 'note', 'oredi', 'co', 'juz', 'rem', 'got']"
0,"['hey', 'go', 'jazz', 'power', 'yoga', 'hip', 'hop', 'kb', 'yogasana']"
0,"['one', 'issu', 'california', 'okay', 'snow', 'manag']"
1,"['someon', 'u', 'know', 'ask', 'date', 'servic', 'contact', 'cant', 'guess', 'call', 'reveal', 'pobox']"
0,"['probabl', 'around', 'mu', 'lot']"
0,"['oh', 'god', 'taken', 'teeth', 'pain']"
0,"['offic', 'da']"
0,"['pl', 'give', 'food', 'prefer', 'pap', 'slowli', 'load', 'sugar', 'take', 'hour', 'give', 'water', 'slowli']"
1,"['guarante', 'award', 'mayb', 'even', 'cash', 'claim', 'ur', 'award', 'call', 'free', 'legitimat', 'efreefon', 'number', 'wat', 'u', 'think']"
0,"['yup', 'free']"
0,"['en', 'chikku', 'nang', 'bakra', 'msg', 'kalstiya']"
0,"['hi', 'email', 'address', 'chang']"
0,"['k', 'k', 'good', 'go']"
0,"['put', 'sign', 'choos', 'number', 'pin', 'show', 'right']"
0,"['shall', 'send', 'exe', 'mail', 'id']"
0,"['know', 'friend', 'alreadi', 'told']"
0,"['hi', 'darlin', 'finish', 'u', 'pick', 'meet', 'text', 'back', 'number', 'luv', 'kate', 'xxx']"
0,"['dont', 'know', 'jabo', 'abi']"
0,"['need', 'strong', 'arm']"
0,"['haha', 'heard', 'text', 'around']"
0,"['love', 'hear', 'v', 'see', 'sundayish']"
0,"['pete', 'phone', 'still', 'jenni', 'colleg']"
0,"['noth', 'u', 'dinner', 'w', 'us']"
1,"['jamster', 'get', 'free', 'wallpap', 'text', 'heart', 'c', 'appli', 'need', 'help', 'call']"
0,"['sure', 'yet', 'still', 'tri', 'get', 'hold']"
0,"['cheer', 'messag', 'zogtoriu', 'iåõv', 'stare', 'phone', 'age', 'decid', 'whether', 'text']"
0,"['sent', 'send']"
0,"['yar', 'quit', 'clever', 'aft', 'mani', 'guess', 'lor', 'got', 'ask', 'bring', 'thk', 'darren', 'will', 'go', 'aiya', 'thk', 'leona', 'still', 'attach', 'wat']"
0,"['ju', 'chillaxin']"
0,"['u', 'go', 'ikea', 'str', 'aft', 'dat']"
0,"['feb', 'lt', 'gt', 'love', 'day', 'send', 'di', 'ur', 'valu', 'evn', 'come', 'back', 'u', 'gt', 'marri', 'person', 'u', 'luv', 'u', 'ignor', 'di', 'u', 'lose', 'ur', 'luv', 'evr']"
0,"['what', 'come', 'hill', 'monster', 'hope', 'great', 'day', 'thing', 'r', 'go', 'fine', 'busi', 'though']"
0,"['aight', 'text', 'address']"
0,"['sure', 'check', 'yahoo', 'email', 'sent', 'photo', 'yesterday']"
0,"['ìï', 'thk', 'wat', 'eat', 'tonight']"
0,"['dont', 'search', 'love', 'let', 'love', 'find', 'that', 'call', 'fall', 'love', 'bcoz', 'u', 'dont', 'forc', 'u', 'fall', 'u', 'know', 'smeon', 'hold', 'u', 'bslvyl']"
0,"['ur', 'paper', 'e', 'morn', 'aft', 'tmr']"
1,"['tri', 'contact', 'repli', 'offer', 'video', 'phone', 'anytim', 'network', 'min', 'half', 'price', 'line', 'rental', 'camcord', 'repli', 'call']"
0,"['ye', 'trust', 'u', 'buy', 'new', 'stuff', 'asap', 'tri']"
0,"['anyth', 'specif', 'regard', 'jaklin', 'idk', 'fuck']"
0,"['carlo', 'pick', 'swing', 'usf', 'littl', 'bit']"
0,"['white', 'fudg', 'oreo', 'store']"
0,"['dear', 'sleep']"
1,"['select', 'stay', 'top', 'british', 'hotel', 'noth', 'holiday', 'worth', 'claim', 'call', 'london', 'bx']"
0,"['thk', 'u', 'dun', 'haf', 'hint', 'e', 'forum', 'alreadi', 'lor', 'co', 'told', 'ron', 'n', 'darren', 'go', 'tell', 'shuhui']"
0,"['good', 'morn', 'dear', 'great', 'amp', 'success', 'day']"
0,"['actor', 'work', 'work', 'even', 'sleep', 'late', 'sinc', 'unemploy', 'moment', 'alway', 'sleep', 'late', 'unemploy', 'everi', 'day', 'saturday']"
1,"['rcv', 'msg', 'chat', 'svc', 'free', 'hardcor', 'servic', 'text', 'go', 'u', 'get', 'noth', 'u', 'must', 'age', 'verifi', 'yr', 'network', 'tri']"
0,"['need', 'coffe', 'run', 'tomo', 'ca', 'believ', 'time', 'week', 'alreadi']"
0,"['good', 'sleep', 'rhythm', 'person', 'establish', 'rhythm', 'bodi', 'learn', 'use', 'want', 'know']"
0,"['lt', 'gt', 'think', 'say', 'syllabu']"
0,"['hey', 'leav', 'big', 'deal', 'take', 'care']"
0,"['yup', 'give', 'problem', 'mayb', 'ju', 'leav']"
0,"['grandma', 'oh', 'dear', 'u', 'still', 'ill', 'felt', 'shit', 'morn', 'think', 'hungov', 'anoth', 'night', 'leav', 'sat']"
0,"['babe', 'thasa', 'bit', 'mess']"
0,"['sunday', 'holiday', 'work']"
0,"['pic', 'pleas']"
0,"['weekend', 'fine', 'excus', 'much', 'decor']"
0,"['regist', 'sinco', 'paye', 'log', 'enter', 'urn', 'lt', 'gt', 'confirm', 'bewar', 'fraud', 'share', 'disclos', 'urn', 'anyon']"
0,"['u', 'need', 'presnt', 'alway', 'bcz', 'u', 'cant', 'mi', 'love', 'irulina', 'neekunna', 'prakasamanu', 'prakasam', 'ennal', 'prabha', 'mn', 'prabha', 'got', 'dont', 'mi']"
0,"['send', 'resum']"
0,"['ju', 'finish', 'avatar', 'nigro']"
0,"['dunno', 'lei', 'might', 'b', 'eatin', 'wif', 'fren', 'wan', 'eat', 'wait', 'lar']"
0,"['merri', 'christma', 'u', 'anni']"
0,"['watev', 'relat', 'u', 'built', 'di', 'world', 'thing', 'remain', 'atlast', 'iz', 'lonlin', 'lotz', 'n', 'lot', 'memori', 'feel']"
0,"['nope', 'meanwhil', 'talk', 'say', 'make', 'greet']"
0,"['finish', 'miss', 'plenti']"
0,"['tell', 'reach']"
0,"['that', 'cool', 'gentleman', 'treat', 'digniti', 'respect']"
1,"['orang', 'custom', 'may', 'claim', 'free', 'camera', 'phone', 'upgrad', 'loyalti', 'call', 'offer', 'end', 'c', 'appli', 'availa']"
0,"['problem', 'walk', 'around', 'oblivi', 'go', 'around', 'say', 'thing', 'constantli', 'go', 'one', 'ear', 'go', 'whatev', 'want', 'know', 'upset', 'listen', 'tell', 'go', 'upset', 'want', 'surpris', 'mad']"
0,"['hope', 'scare']"
0,"['suppos', 'could', 'make', 'still', 'town', 'though']"
0,"['need', 'campu', 'atm', 'could', 'pick', 'hour', 'two']"
0,"['two', 'carton', 'u', 'pleas', 'shelv']"
0,"['noe', 'specifi', 'da', 'domain', 'nusstu', 'ìï', 'still', 'sch']"
0,"['left', 'yet', 'probabl', 'gon', 'na', 'til', 'dinner']"
0,"['babe', 'goe', 'day', 'miss', 'alreadi', 'love', 'love', 'kiss', 'hope', 'everyth', 'goe', 'well']"
0,"['come', 'day', 'class']"
0,"['awww', 'dat', 'sweet', 'think', 'someth', 'nice', 'time', 'tonight', 'ill', 'probabl', 'txt', 'u', 'later', 'co', 'im', 'lone', 'xxx']"
0,"['love', 'come', 'took', 'long', 'leav', 'zaher', 'got', 'word', 'ym', 'happi', 'see', 'sad', 'left', 'miss']"
0,"['yavnt', 'tri', 'yet', 'never', 'play', 'origin', 'either']"
0,"['yeah', 'abl', 'text', 'readi', 'meet']"
0,"['jane', 'babe', 'goin', 'wrk', 'feel', 'ill', 'lst', 'nite', 'fone', 'alreadi', 'cover', 'chuck']"
0,"['also', 'cbe', 'pay']"
0,"['when', 'radio', 'show']"
0,"['k', 'sure', 'consent', 'form', 'v']"
0,"['outsid', 'island', 'head', 'toward', 'hard', 'rock', 'run']"
0,"['happi', 'babi', 'alright', 'take', 'job', 'hope', 'fine', 'send', 'kiss', 'make', 'smile', 'across', 'sea', 'kiss', 'kiss']"
1,"['urgent', 'week', 'free', 'membership', 'prize', 'jackpot', 'txt', 'word', 'claim', 'c', 'lccltd', 'pobox']"
0,"['oic', 'saw', 'tot', 'din', 'c', 'found', 'group', 'liao']"
0,['love']
0,"['mani', 'happi', 'return', 'day', 'wish', 'happi', 'birthday']"
0,"['hiya', 'comin', 'bristol', 'st', 'week', 'april', 'le', 'got', 'rudi', 'new', 'yr', 'eve', 'drunk', 'u', 'bak', 'colleg', 'yet', 'work', 'send', 'ink', 'bath']"
0,"['sorri', 'dude', 'dont', 'know', 'forgot', 'even', 'dan', 'remind', 'sorri', 'hope', 'guy', 'fun']"
0,"['dude', 'got', 'haircut', 'breezi']"
0,"['thank', 'temal', 'wonder', 'thank', 'great', 'week']"
1,"['week', 'savamob', 'member', 'offer', 'access', 'call', 'detail', 'savamob', 'pobox', 'savamob', 'offer', 'mobil']"
0,"['ok', 'lor', 'u', 'wan', 'go', 'look', 'u']"
0,"['respond', 'imma', 'assum', 'still', 'asleep', 'imma', 'start', 'call', 'n', 'shit']"
0,"['oic', 'better', 'quickli', 'go', 'bath', 'n', 'settl']"
0,"['noic', 'text']"
0,"['da', 'what', 'plan']"
0,"['still', 'mayb', 'leav', 'credit', 'card', 'get', 'ga', 'get', 'back', 'like', 'told']"
0,"['call', 'senthil', 'hsbc']"
0,"['whatev', 'want', 'know', 'rule', 'talk', 'earlier', 'week', 'start', 'happen', 'show', 'respons', 'yet', 'everi', 'week', 'bend', 'rule', 'way', 'way', 'whatev', 'tire', 'thia', 'argument', 'everi', 'week', 'lt', 'gt', 'movi', 'doesnt', 'inlud', 'preview', 'still', 'get']"
0,"['sever', 'sir']"
0,"['cool', 'come', 'like', 'lt', 'gt', 'ish']"
1,"['sm', 'servic', 'inclus', 'text', 'credit', 'pl', 'goto', 'unsubscrib', 'stop', 'extra', 'charg', 'help']"
0,"['offic', 'around', 'pm', 'go', 'hospit']"
0,"['even', 'brother', 'like', 'speak', 'treat', 'like', 'aid', 'patent']"
0,"['caus', 'freaki', 'lol']"
0,"['got', 'lousi', 'sleep', 'kept', 'wake', 'everi', 'hour', 'see', 'cat', 'want', 'come', 'worri', 'cold']"
0,"['ok', 'sent', 'u', 'da', 'latest', 'version', 'da', 'project']"
0,"['hmm', 'dunno', 'leh', 'mayb', 'bag', 'goigng', 'dat', 'small', 'ju', 'anyth', 'except', 'perfum', 'smth', 'dat', 'keep']"
0,"['sorri', 'flake', 'last', 'night', 'shit', 'serious', 'goin', 'roommat', 'tonight']"
0,['pock']
0,"['hello', 'hun', 'ru', 'way', 'im', 'good', 'date', 'guy', 'met', 'walkabout', 'far', 'meet', 'soon', 'how', 'everyon', 'els']"
0,['way']
0,"['fine', 'bitch', 'later']"
0,"['hi', 'kate', 'u', 'give', 'ring', 'asap', 'xxx']"
0,"['nope', 'wif', 'si', 'lor', 'aft', 'bath', 'dog', 'bath', 'look', 'like', 'go', 'rain', 'soon']"
0,"['friendship', 'game', 'play', 'word', 'say', 'start', 'march', 'end', 'may', 'tomorrow', 'yesterday', 'today', 'e']"
1,"['privat', 'account', 'statement', 'show', 'point', 'call', 'identifi', 'code', 'expir']"
0,"['got', 'ta', 'collect', 'da', 'car', 'lei']"
0,"['haf', 'u', 'eaten', 'wat', 'time', 'u', 'wan', 'come']"
0,"['anybodi', 'number', 'still', 'thought', 'tact', 'way', 'ask', 'alex']"
0,"['greatest', 'test', 'courag', 'earth', 'bear', 'defeat', 'without', 'lose', 'heart', 'gn', 'tc']"
1,"['free', 'week', 'nokia', 'tone', 'ur', 'mob', 'everi', 'week', 'txt', 'nokia', 'get', 'txting', 'tell', 'ur', 'mate', 'pobox']"
0,"['raviyog', 'peripher', 'bhayandar', 'east']"
0,"['howz', 'pain', 'hope', 'u', 'r', 'fine']"
0,"['kinda', 'first', 'one', 'get', 'twelv', 'aah', 'speak', 'tomo']"
0,"['vote', 'wherev', 'heart', 'guid']"
0,"['anyth', 'lor', 'come']"
0,"['tall', 'princess']"
0,"['school', 'n', 'da', 'lab', 'stuff', 'give', 'call', 'r', 'done']"
0,"['yeah', 'hope', 'tyler', 'ca', 'could', 'mayb', 'ask', 'around', 'bit']"
0,"['wait', 'call']"
0,"['much', 'get']"
0,"['well', 'welp', 'sort', 'semiobscur', 'internet', 'thing']"
0,"['hi', 'babe', 'thank', 'come', 'even', 'though', 'didnt', 'go', 'well', 'want', 'bed', 'hope', 'see', 'soon', 'love', 'kiss', 'xxx']"
0,"['uncl', 'g', 'check', 'reward', 'month']"
0,"['wait', 'yesterday']"
1,"['ur', 'rington', 'servic', 'chang', 'free', 'credit', 'go', 'choos', 'content', 'stop', 'txt', 'club', 'stop', 'po']"
1,"['messag', 'import', 'inform', 'user', 'today', 'lucki', 'day', 'find', 'log', 'onto', 'http', 'fantast', 'surpris', 'await']"
0,"['still', 'area', 'restaur', 'ill', 'tri', 'come', 'back', 'soon']"
1,"['import', 'messag', 'final', 'contact', 'attempt', 'import', 'messag', 'wait', 'custom', 'claim', 'dept', 'expir', 'call']"
0,"['either', 'idea', 'know', 'anyplac', 'someth']"
0,"['custom', 'place', 'call']"
0,['miss']
0,"['goodmorn', 'grandfath', 'expir', 'leav', 'today']"
0,"['yeah', 'basic', 'time', 'next', 'week', 'get', 'away', 'mom', 'amp', 'get']"
0,"['get', 'readi', 'put', 'excel', 'sub', 'face']"
0,"['hiya', 'last', 'night', 'naughti', 'bought', 'cloth', 'littl', 'readi', 'shop', 'tho', 'kind', 'time', 'wan', 'na', 'meet']"
0,"['shoot', 'big', 'load', 'get', 'readi']"
1,"['januari', 'male', 'sale', 'hot', 'gay', 'chat', 'cheaper', 'call', 'nation', 'rate', 'cheap', 'peak', 'stop', 'text', 'call']"
0,"['hey', 'great', 'deal', 'farm', 'tour', 'deposit', 'may']"
0,"['ard', 'like', 'dat', 'lor', 'juz', 'meet', 'mrt', 'station', 'dun', 'haf', 'come']"
0,"['yeah', 'right', 'bring', 'tape', 'measur', 'fri']"
0,"['comingdown', 'later']"
0,"['much', 'u', 'tri', 'get']"
0,"['pl', 'dont', 'forget', 'studi']"
0,"['sort', 'code', 'acc', 'bank', 'natwest', 'repli', 'confirm', 'sent', 'right', 'person']"
0,"['bad', 'girl', 'still', 'rememb']"
0,"['mayb', 'could', 'get', 'book', 'tomo', 'return', 'immedi', 'someth']"
1,"['urgent', 'mobil', 'number', 'award', 'prize', 'guarante', 'call', 'land', 'line', 'claim', 'valid']"
0,"['wen', 'u', 'finish', 'fanci', 'meetin', 'wiv', 'u', 'tonit', 'need', 'break', 'dabook', 'hr', 'last', 'today', 'wrk']"
0,"['ok', 'chikku', 'favourit', 'song']"
0,"['thank', 'meet', 'monday']"
0,"['wat', 'time', 'wan', 'today']"
0,"['hiya', 'probabl', 'come', 'home', 'weekend', 'next']"
0,"['know', 'lt', 'gt', 'around']"
0,"['ga', 'station', 'like', 'block', 'away', 'hous', 'drive', 'right', 'sinc', 'armenia', 'end', 'swann', 'take', 'howard']"
0,"['ask', 'around', 'lot', 'term', 'mid']"
0,"['promis', 'though', 'even', 'gotten', 'dinner', 'yet']"
0,"['den', 'weekday', 'got', 'special', 'price', 'haiz', 'cant', 'eat', 'liao', 'cut', 'nail', 'oso', 'muz', 'wait', 'finish', 'drivin', 'wat', 'lunch', 'still', 'muz', 'eat', 'wat']"
0,"['bbq', 'sat', 'mine', 'ur', 'welcom', 'come']"
0,"['bloodi', 'hell', 'cant', 'believ', 'forgot', 'surnam', 'mr', 'ill', 'give', 'u', 'clue', 'spanish', 'begin']"
0,"['k', 'jason', 'say', 'gon', 'na', 'around', 'around', 'lt', 'gt']"
0,"['yo', 'gon', 'na', 'still', 'stock', 'tri', 'get', 'dubsack']"
0,"['sorri', 'da', 'today', 'wont', 'come', 'play', 'drive', 'cla']"
0,"['nah', 'im', 'goin', 'wrk', 'j', 'wot', 'bout', 'u']"
0,"['ok', 'u', 'enjoy', 'ur', 'show']"
0,"['jot', 'thing', 'want', 'rememb', 'later']"
0,"['u', 'workin', 'overtim', 'nigpun']"
0,"['good', 'afternoon', 'love', 'good', 'see', 'word', 'ym', 'get', 'tm', 'smart', 'move', 'slave', 'smile', 'drink', 'coffe', 'await']"
0,"['tri', 'g', 'decid', 'head']"
0,"['go', 'jurong', 'point', 'crazi', 'avail', 'bugi', 'n', 'great', 'world', 'la', 'e', 'buffet', 'cine', 'got', 'amor', 'wat']"
0,"['see', 'thought']"
0,"['u', 'ned', 'convinc', 'tht', 'possibl', 'witot', 'hurt', 'feel', 'main']"
1,"['want', 'new', 'video', 'phone', 'anytim', 'network', 'min', 'half', 'price', 'line', 'rental', 'free', 'text', 'month', 'repli', 'call', 'free', 'deliveri']"
0,"['pick', 'variou', 'point']"
0,"['send', 'number', 'give', 'repli', 'tomorrow', 'morn', 'said', 'like', 'ok']"
0,"['actual', 'sleep', 'still', 'might', 'u', 'call', 'back', 'text', 'rock', 'si', 'send', 'u', 'text', 'wen', 'wake']"
0,"['sorri', 'lot', 'stuff', 'talk', 'actual', 'guy', 'want', 'buy']"
0,"['time', 'tell', 'friend', 'around']"
0,"['ticket', 'walsal', 'tue', 'th', 'march', 'mate', 'get', 'sat', 'ill', 'pay', 'treat', 'want', 'go', 'txt', 'bak']"
0,"['sorri', 'meet', 'call', 'later']"
0,"['opinion', 'jada', 'kusruthi', 'lovabl', 'silent', 'spl', 'charact', 'matur', 'stylish', 'simpl', 'pl', 'repli']"
0,"['lot', 'use', 'one', 'babe', 'model', 'help', 'youi', 'bring', 'match']"
1,"['ur', 'current', 'pound', 'maxim', 'ur', 'send', 'go', 'cc']"
0,"['thank', 'love', 'rock']"
0,"['excel', 'spent', 'lt', 'gt', 'year', 'air', 'forc', 'iraq', 'afghanistan', 'stabl', 'honest', 'like', 'travel']"
0,"['r', 'comin', 'back', 'dinner']"
0,"['yup', 'msg', 'tat', 'yiju', 'tot', 'group', 'mate', 'co', 'meet', 'today', 'mah', 'askin', 'leav', 'earlier', 'wat', 'mah', 'co', 'mayb', 'haf', 'walk', 'v', 'far']"
0,"['plz', 'note', 'anyon', 'call', 'mobil', 'amp', 'ask', 'u', 'type', 'lt', 'gt', 'lt', 'gt', 'disconnect', 'call', 'coz', 'iz', 'attempt', 'make', 'use', 'sim', 'card', 'itz', 'confirmd', 'nokia', 'n', 'motorola', 'n', 'verifi', 'cnn', 'ibn']"
0,"['want', 'kiss', 'feel', 'next']"
0,"['call', 'lt', 'gt', 'min', 'that', 'ok']"
1,"['half', 'price', 'orang', 'line', 'rental', 'call']"
0,"['hi', 'spoke', 'maneesha', 'like', 'know', 'satisfi', 'experi', 'repli', 'toll', 'free', 'ye']"
0,"['nah', 'wednesday', 'bring', 'mini', 'cheeto', 'bag']"
0,"['wish', 'think', 'gon', 'na', 'snow', 'much', 'flurri', 'usual', 'get', 'melt', 'hit', 'ground', 'eek', 'snow', 'sinc', 'lt', 'gt', 'even', 'born']"
0,"['look', 'fri', 'pan', 'case', 'cheap', 'book', 'perhap', 'silli', 'fri', 'pan', 'like', 'book']"
0,"['yun', 'buy', 'school', 'got', 'offer', 'plu']"
0,"['yeah', 'probabl', 'sure', 'ilol', 'let', 'u', 'know', 'person', 'wuldnt', 'bother', 'ur', 'goin', 'mite', 'well']"
1,"['ou', 'guarante', 'latest', 'nokia', 'phone', 'ipod', 'player', 'prize', 'txt', 'word', 'collect', 'ibhltd']"
0,"['yeah', 'jay', 'sort', 'fuck', 'retard']"
0,"['happi', 'say']"
0,"['fine', 'simpli', 'sit']"
0,"['much', 'r', 'will', 'pay']"
0,"['seriou', 'like', 'proper', 'tongu']"
1,"['contract', 'mobil', 'mnth', 'latest', 'motorola', 'nokia', 'etc', 'free', 'doubl', 'min', 'text', 'orang', 'tariff', 'text', 'ye', 'callback', 'remov', 'record']"
0,"['go', 'bed', 'prin']"
1,"['summer', 'final', 'fanci', 'chat', 'flirt', 'sexi', 'singl', 'yr', 'area', 'get', 'match', 'repli', 'summer', 'free', 'join', 'optout', 'txt', 'stop']"
0,"['didnt', 'get', 'ur', 'full', 'msg', 'sometext', 'miss', 'send']"
0,"['wait', 'insid', 'da', 'car', 'park']"
0,"['oh', 'oh', 'den', 'muz', 'chang', 'plan', 'liao', 'go', 'back', 'yan', 'jiu']"
0,"['consid', 'wall', 'bunker', 'shit', 'import', 'never', 'play', 'peac', 'guess', 'place', 'high', 'enough', 'matter']"
0,"['india', 'take', 'lead']"
0,"['so', 'amount', 'get', 'pl']"
0,"['ok', 'prob']"
0,"['yo', 'howz', 'u', 'girl', 'never', 'rang', 'india', 'l']"
0,"['cant', 'believ', 'said', 'mani', 'thing', 'morn', 'realli', 'want', 'say', 'good', 'morn', 'love', 'beauti', 'morn', 'see', 'librari', 'later']"
1,"['urgent', 'tri', 'contact', 'today', 'draw', 'show', 'prize', 'guarante', 'call', 'land', 'line', 'claim', 'valid']"
0,"['dunno', 'u', 'ask']"
0,"['run', 'away', 'frm', 'u', 'walk', 'slowli', 'amp', 'kill', 'u', 'care', 'enough', 'stop']"
1,"['ree', 'entri', 'weekli', 'comp', 'chanc', 'win', 'ipod', 'txt', 'pod', 'get', 'entri', 'std', 'txt', 'rate', 'c', 'appli', 'detail']"
0,"['plan', 'usual', 'stop', 'hella', 'weed']"
0,"['saw', 'ron', 'burgundi', 'captain', 'parti', 'boat', 'yeah']"
0,"['ok', 'ill', 'tell', 'compani']"
0,"['ok', 'day', 'make', 'dinner', 'tonit', 'invit']"
0,"['dont', 'let', 'studi', 'stress']"
0,['annoy']
0,"['hi', 'birth', 'mother', 'babi', 'brilliantli']"
0,"['stop', 'howev', 'suggest', 'stay', 'someon', 'abl', 'give', 'or', 'everi', 'stool']"
0,"['wonder', 'get', 'text']"
1,"['mobil', 'number', 'claim', 'call', 'us', 'back', 'ring', 'claim', 'hot', 'line']"
1,"['congratul', 'week', 'competit', 'draw', 'u', 'prize', 'claim', 'call', 'sm']"
1,"['sale', 'arsen', 'dartboard', 'good', 'condit', 'doubl', 'trebl']"
0,"['lol', 'u', 'drunkard', 'hair', 'moment', 'yeah', 'still', 'tonight', 'wat', 'plan']"
0,"['babe', 'back', 'come', 'back']"
0,"['ya', 'referin', 'mei', 'ex', 'wat', 'ah', 'waitin', 'u', 'treat', 'somebodi', 'shld', 'b', 'rich', 'liao', 'gd', 'den', 'u', 'dun', 'work', 'frm', 'tmr', 'onward']"
0,"['engalnd', 'telli', 'decid', 'wo', 'let', 'watch', 'mia', 'elliot', 'kiss', 'damn']"
0,"['dear', 'call', 'accomod']"
0,"['text', 'doesnt', 'repli', 'let', 'know', 'log']"
0,"['u', 'today']"
0,"['huh', 'got', 'lesson', 'lei', 'n', 'thinkin', 'go', 'sch', 'earlier', 'n', 'tot', 'parkin', 'kent', 'vale']"
0,"['er', 'mw', 'im', 'fill', 'tuth', 'aight']"
0,"['much', 'ur', 'hdd', 'case', 'cost']"
1,"['mobil', 'mth', 'updat', 'latest', 'phone', 'free', 'keep', 'ur', 'number', 'get', 'extra', 'free', 'text', 'ye', 'call']"
0,"['wherr', 'boytoy']"
1,"['freemsg', 'claim', 'ur', 'sm', 'ok', 'use', 'ur', 'mate', 'etc', 'join', 'c', 'remov', 'txtx', 'stop']"
0,"['doesnt', 'make', 'sens', 'take', 'unless', 'free', 'need', 'know']"
0,"['tot', 'u', 'outsid', 'co', 'darren', 'say', 'u', 'come', 'shop', 'cours', 'nice', 'wat', 'ju', 'went', 'sim', 'lim', 'look', 'player']"
0,"['notic', 'like', 'look', 'shit', 'mirror', 'your', 'turn', 'right', 'freak']"
0,"['best', 'msg', 'hard', 'person', 'u', 'know', 'one', 'step', 'foward', 'make', 'u', 'fall', 'love', 'amp', 'one', 'step', 'back', 'ruin', 'ur', 'friendship', 'good', 'night']"
0,"['good', 'even', 'sir', 'hope', 'nice', 'day', 'want', 'bring', 'notic', 'late', 'pay', 'rent', 'past', 'month', 'pay', 'lt', 'gt', 'charg', 'felt', 'would', 'inconsider', 'nag', 'someth', 'give', 'great', 'cost', 'didnt', 'speak', 'howev', 'recess', 'wont', 'abl', 'pay', 'charg', 'month', 'henc', 'askin', 'well', 'ahead', 'month', 'end', 'pleas', 'help', 'thank', 'everyth']"
0,"['hey', 'mate', 'how', 'u', 'honey', 'u', 'ave', 'good', 'holiday', 'gimmi', 'de', 'goss', 'x']"
0,"['u', 'hide', 'stranger']"
0,"['ic', 'lol', 'play', 'door', 'sometim', 'yo']"
0,"['alright', 'omw', 'got', 'ta', 'chang', 'order']"
0,"['baaaaaaaab', 'wake', 'miss', 'crave', 'need']"
0,"['ok', 'shall', 'talk']"
0,"['wake', 'lt', 'gt', 'morn']"
1,"['call', 'tell', 'u', 'call', 'claim', 'prize', 'u', 'enter', 'ur', 'mobil', 'person', 'detail', 'prompt', 'care']"
0,"['hi', 'love', 'goe', 'day', 'fuck', 'morn', 'woke', 'drop', 'cell', 'way', 'stair', 'seem', 'alright', 'phew', 'miss']"
1,"['win', 'westlif', 'u', 'current', 'tour', 'unbreak', 'untam', 'unkempt', 'text', 'cost', 'text']"
0,"['great', 'hear', 'settl', 'well', 'happenin', 'wit', 'ola']"
0,"['enufcredeit', 'ileav', 'uni', 'bu', 'yor', 'hous']"
0,"['sea', 'lay', 'rock', 'rock', 'envelop', 'envelop', 'paper', 'paper', 'word']"
0,"['work', 'eye', 'philosophi', 'text', 'u', 'later', 'bit', 'free', 'chat']"
0,"['ok', 'come', 'home', 'vl', 'nice', 'meet', 'v', 'chat']"
0,"['board', 'work', 'fine', 'issu', 'overh', 'also', 'reslov', 'still', 'softwar', 'inst', 'pend', 'come', 'around', 'clock']"
0,"['lol', 'happen', 'vega', 'stay', 'vega']"
1,"['great', 'new', 'offer', 'doubl', 'min', 'doubl', 'txt', 'best', 'orang', 'tariff', 'get', 'latest', 'camera', 'phone', 'free', 'call', 'free', 'cs']"
0,"['let', 'pool', 'money', 'togeth', 'buy', 'bunch', 'lotto', 'ticket', 'win', 'get', 'lt', 'gt', 'u', 'get', 'lt', 'gt', 'deal']"
0,"['mean', 'come', 'chase', 'state', 'watch', 'mani', 'movi', 'want']"
0,"['hey', 'babe', 'friend', 'cancel', 'still', 'visit']"
0,"['sorri', 'grocer']"
0,"['like', 'needl', 'clock', 'though', 'v', 'r', 'clock', 'v', 'r', 'nt', 'abl', 'met', 'evn', 'v', 'meet', 'itz', 'second', 'bt', 'v', 'alwi', 'stay', 'conect', 'gud']"
0,"['hungri', 'buy', 'food', 'good', 'lei', 'mum', 'n', 'yun', 'dun', 'wan', 'juz', 'buy', 'littl', 'bit']"
0,"['meet', 'depend', 'wan', 'lor']"
1,"['tri', 'contact', 'repli', 'offer', 'video', 'handset', 'anytim', 'network', 'min', 'unlimit', 'text', 'camcord', 'repli', 'call']"
